"doc_id","type","start","end","features","text"
94,"entity",58290,58299,"list(kind = ""location"")","California"
94,"entity",58563,58570,"list(kind = ""location"")","New York"
94,"entity",59082,59089,"list(kind = ""location"")","New York"
94,"entity",61371,61375,"list(kind = ""location"")","China"
94,"entity",63575,63581,"list(kind = ""location"")","America"
94,"entity",65910,65917,"list(kind = ""location"")","Nebraska"
94,"entity",65930,65934,"list(kind = ""location"")","Idaho"
94,"entity",68156,68165,"list(kind = ""location"")","Washington"
94,"entity",68324,68333,"list(kind = ""location"")","Washington"
94,"entity",68349,68358,"list(kind = ""location"")","Washington"
94,"entity",68361,68368,"list(kind = ""location"")","Michigan"
94,"entity",68458,68465,"list(kind = ""location"")","Michigan"
94,"entity",68548,68555,"list(kind = ""location"")","Michigan"
94,"entity",68708,68717,"list(kind = ""location"")","Washington"
94,"entity",71640,71645,"list(kind = ""location"")","Europe"
94,"entity",71731,71735,"list(kind = ""location"")","Italy"
94,"entity",71751,71755,"list(kind = ""location"")","Spain"
94,"entity",71877,71881,"list(kind = ""location"")","Italy"
94,"entity",71887,71891,"list(kind = ""location"")","Spain"
94,"entity",74497,74509,"list(kind = ""location"")","United States"
94,"entity",76184,76196,"list(kind = ""location"")","United States"
94,"entity",77905,77913,"list(kind = ""location"")","Louisiana"
94,"entity",78147,78155,"list(kind = ""location"")","Louisiana"
94,"entity",78229,78237,"list(kind = ""location"")","Louisiana"
94,"entity",78554,78562,"list(kind = ""location"")","Louisiana"
94,"entity",78593,78603,"list(kind = ""location"")","Cook County"
94,"entity",78634,78641,"list(kind = ""location"")","Dearborn"
94,"entity",78647,78653,"list(kind = ""location"")","Detroit"
94,"entity",79115,79125,"list(kind = ""location"")","New Orleans"
94,"entity",79146,79152,"list(kind = ""location"")","Detroit"
94,"entity",79185,79192,"list(kind = ""location"")","New York"
94,"entity",79257,79269,"list(kind = ""location"")","New York City"
94,"entity",80341,80351,"list(kind = ""location"")","New Orleans"
94,"entity",80398,80405,"list(kind = ""location"")","New York"
94,"entity",81629,81634,"list(kind = ""location"")","Queens"
94,"entity",81637,81644,"list(kind = ""location"")","New York"
94,"entity",81690,81695,"list(kind = ""location"")","Queens"
94,"entity",82219,82224,"list(kind = ""location"")","Queens"
94,"entity",82227,82234,"list(kind = ""location"")","New York"
94,"entity",82538,82548,"list(kind = ""location"")","Rose Garden"
94,"entity",88102,88125,"list(kind = ""location"")","United States of America"
95,"entity",3486,3496,"list(kind = ""location"")","CenturyLink"
95,"entity",3580,3585,"list(kind = ""location"")","Europe"
95,"entity",4717,4724,"list(kind = ""location"")","Michigan"
95,"entity",4797,4804,"list(kind = ""location"")","Michigan"
95,"entity",4829,4837,"list(kind = ""location"")","Louisiana"
95,"entity",4874,4881,"list(kind = ""location"")","New York"
95,"entity",4910,4919,"list(kind = ""location"")","New Jersey"
95,"entity",4940,4947,"list(kind = ""location"")","New York"
95,"entity",5066,5075,"list(kind = ""location"")","California"
95,"entity",5362,5372,"list(kind = ""location"")","Los Angeles"
95,"entity",5405,5412,"list(kind = ""location"")","New York"
95,"entity",5711,5718,"list(kind = ""location"")","Michigan"
95,"entity",5922,5929,"list(kind = ""location"")","Michigan"
95,"entity",6035,6042,"list(kind = ""location"")","Michigan"
95,"entity",6172,6180,"list(kind = ""location"")","Louisiana"
95,"entity",6603,6611,"list(kind = ""location"")","Louisiana"
95,"entity",7865,7868,"list(kind = ""location"")","Peru"
95,"entity",7891,7896,"list(kind = ""location"")","Brazil"
95,"entity",8579,8588,"list(kind = ""location"")","New Jersey"
95,"entity",10089,10096,"list(kind = ""location"")","New York"
95,"entity",10226,10231,"list(kind = ""location"")","Queens"
95,"entity",12419,12426,"list(kind = ""location"")","Columbia"
95,"entity",12434,12445,"list(kind = ""location"")","Northeastern"
95,"entity",12751,12763,"list(kind = ""location"")","United States"
95,"entity",13472,13476,"list(kind = ""location"")","Italy"
95,"entity",13482,13486,"list(kind = ""location"")","Spain"
95,"entity",13492,13502,"list(kind = ""location"")","South Korea"
95,"entity",13508,13512,"list(kind = ""location"")","China"
95,"entity",13915,13922,"list(kind = ""location"")","New York"
95,"entity",13925,13934,"list(kind = ""location"")","New Jersey"
95,"entity",13952,13964,"list(kind = ""location"")","United States"
95,"entity",14131,14143,"list(kind = ""location"")","United States"
95,"entity",14520,14529,"list(kind = ""location"")","California"
95,"entity",14556,14565,"list(kind = ""location"")","California"
95,"entity",14629,14639,"list(kind = ""location"")","Connecticut"
95,"entity",14661,14670,"list(kind = ""location"")","New Jersey"
95,"entity",14690,14697,"list(kind = ""location"")","New York"
95,"entity",14719,14728,"list(kind = ""location"")","Washington"
95,"entity",14747,14756,"list(kind = ""location"")","Washington"
95,"entity",14829,14838,"list(kind = ""location"")","Washington"
95,"entity",15008,15017,"list(kind = ""location"")","Washington"
95,"entity",15029,15038,"list(kind = ""location"")","California"
95,"entity",15234,15253,"list(kind = ""location"")","District of Columbia"
95,"entity",15317,15324,"list(kind = ""location"")","New York"
95,"entity",15330,15339,"list(kind = ""location"")","New Jersey"
95,"entity",15742,15754,"list(kind = ""location"")","United States"
95,"entity",15985,15997,"list(kind = ""location"")","United States"
95,"entity",16236,16240,"list(kind = ""location"")","Italy"
95,"entity",16689,16695,"list(kind = ""location"")","Detroit"
95,"entity",16701,16707,"list(kind = ""location"")","Chicago"
95,"entity",16737,16749,"list(kind = ""location"")","Massachusetts"
95,"entity",16752,16762,"list(kind = ""location"")","New Orleans"
95,"entity",18253,18257,"list(kind = ""location"")","Italy"
95,"entity",18913,18917,"list(kind = ""location"")","Italy"
95,"entity",19039,19046,"list(kind = ""location"")","New York"
95,"entity",19338,19345,"list(kind = ""location"")","New York"
95,"entity",19351,19360,"list(kind = ""location"")","New Jersey"
95,"entity",19495,19504,"list(kind = ""location"")","New Jersey"
95,"entity",22446,22453,"list(kind = ""location"")","Illinois"
95,"entity",22456,22464,"list(kind = ""location"")","Louisiana"
95,"entity",22467,22474,"list(kind = ""location"")","Michigan"
95,"entity",22477,22484,"list(kind = ""location"")","New York"
95,"entity",23004,23010,"list(kind = ""location"")","America"
95,"entity",23114,23121,"list(kind = ""location"")","Illinois"
95,"entity",24226,24233,"list(kind = ""location"")","New York"
95,"entity",24251,24258,"list(kind = ""location"")","Illinois"
95,"entity",24299,24302,"list(kind = ""location"")","Ohio"
95,"entity",24532,24539,"list(kind = ""location"")","Michigan"
95,"entity",24546,24555,"list(kind = ""location"")","New Jersey"
95,"entity",24562,24570,"list(kind = ""location"")","Louisiana"
95,"entity",24589,24599,"list(kind = ""location"")","Connecticut"
95,"entity",24672,24679,"list(kind = ""location"")","Illinois"
95,"entity",24782,24789,"list(kind = ""location"")","New York"
95,"entity",25048,25054,"list(kind = ""location"")","America"
95,"entity",25196,25202,"list(kind = ""location"")","America"
95,"entity",25641,25648,"list(kind = ""location"")","New York"
95,"entity",25651,25660,"list(kind = ""location"")","New Jersey"
95,"entity",25666,25676,"list(kind = ""location"")","Connecticut"
95,"entity",25890,25897,"list(kind = ""location"")","New York"
95,"entity",26495,26501,"list(kind = ""location"")","America"
95,"entity",26558,26564,"list(kind = ""location"")","America"
95,"entity",27731,27735,"list(kind = ""location"")","Italy"
95,"entity",31050,31057,"list(kind = ""location"")","New York"
95,"entity",31361,31368,"list(kind = ""location"")","New York"
95,"entity",31374,31383,"list(kind = ""location"")","New Jersey"
95,"entity",31389,31399,"list(kind = ""location"")","Connecticut"
95,"entity",31695,31702,"list(kind = ""location"")","New York"
95,"entity",31708,31717,"list(kind = ""location"")","New Jersey"
95,"entity",31838,31845,"list(kind = ""location"")","New York"
95,"entity",32617,32626,"list(kind = ""location"")","New Jersey"
95,"entity",32629,32638,"list(kind = ""location"")","Washington"
95,"entity",32829,32836,"list(kind = ""location"")","New York"
95,"entity",32861,32868,"list(kind = ""location"")","New York"
95,"entity",32871,32878,"list(kind = ""location"")","New York"
95,"entity",33097,33106,"list(kind = ""location"")","New Jersey"
95,"entity",33109,33116,"list(kind = ""location"")","New York"
95,"entity",33146,33155,"list(kind = ""location"")","California"
95,"entity",33161,33170,"list(kind = ""location"")","Washington"
95,"entity",33262,33268,"list(kind = ""location"")","Florida"
95,"entity",33331,33340,"list(kind = ""location"")","Washington"
95,"entity",35272,35278,"list(kind = ""location"")","America"
95,"entity",35935,35942,"list(kind = ""location"")","New York"
95,"entity",35960,35972,"list(kind = ""location"")","New York City"
95,"entity",36148,36155,"list(kind = ""location"")","New York"
95,"entity",36158,36168,"list(kind = ""location"")","Connecticut"
95,"entity",36171,36180,"list(kind = ""location"")","New Jersey"
95,"entity",36279,36288,"list(kind = ""location"")","Washington"
95,"entity",36300,36309,"list(kind = ""location"")","California"
95,"entity",36548,36555,"list(kind = ""location"")","New York"
95,"entity",36561,36570,"list(kind = ""location"")","New Jersey"
95,"entity",37523,37530,"list(kind = ""location"")","New York"
95,"entity",37536,37545,"list(kind = ""location"")","New Jersey"
95,"entity",37796,37805,"list(kind = ""location"")","Washington"
95,"entity",38024,38033,"list(kind = ""location"")","Washington"
95,"entity",38085,38094,"list(kind = ""location"")","Washington"
95,"entity",38132,38139,"list(kind = ""location"")","New York"
95,"entity",38144,38153,"list(kind = ""location"")","New Jersey"
95,"entity",38156,38165,"list(kind = ""location"")","California"
95,"entity",38182,38189,"list(kind = ""location"")","New York"
95,"entity",38194,38203,"list(kind = ""location"")","New Jersey"
95,"entity",38635,38642,"list(kind = ""location"")","New York"
95,"entity",38667,38671,"list(kind = ""location"")","Italy"
95,"entity",38850,38854,"list(kind = ""location"")","Italy"
95,"entity",39161,39168,"list(kind = ""location"")","New York"
95,"entity",39174,39183,"list(kind = ""location"")","New Jersey"
95,"entity",39568,39573,"list(kind = ""location"")","United"
95,"entity",40358,40364,"list(kind = ""location"")","America"
95,"entity",46763,46769,"list(kind = ""location"")","Chicago"
95,"entity",46772,46778,"list(kind = ""location"")","Detroit"
95,"entity",46785,46790,"list(kind = ""location"")","Dallas"
95,"entity",46793,46799,"list(kind = ""location"")","Houston"
95,"entity",46839,46846,"list(kind = ""location"")","New York"
95,"entity",46920,46926,"list(kind = ""location"")","Seattle"
95,"entity",46980,46989,"list(kind = ""location"")","California"
95,"entity",47134,47141,"list(kind = ""location"")","New York"
95,"entity",47151,47160,"list(kind = ""location"")","New Jersey"
95,"entity",47178,47185,"list(kind = ""location"")","New York"
95,"entity",47369,47378,"list(kind = ""location"")","California"
95,"entity",47384,47393,"list(kind = ""location"")","Washington"
95,"entity",47434,47443,"list(kind = ""location"")","Washington"
95,"entity",47756,47766,"list(kind = ""location"")","New Orleans"
95,"entity",47773,47779,"list(kind = ""location"")","Detroit"
95,"entity",47786,47792,"list(kind = ""location"")","Chicago"
95,"entity",47802,47807,"list(kind = ""location"")","Boston"
95,"entity",47885,47894,"list(kind = ""location"")","California"
95,"entity",47905,47912,"list(kind = ""location"")","New York"
95,"entity",48441,48450,"list(kind = ""location"")","Washington"
95,"entity",48748,48757,"list(kind = ""location"")","Washington"
95,"entity",52446,52450,"list(kind = ""location"")","Italy"
95,"entity",52482,52486,"list(kind = ""location"")","Spain"
95,"entity",54546,54551,"list(kind = ""location"")","Avenue"
95,"entity",55217,55221,"list(kind = ""location"")","China"
95,"entity",55256,55260,"list(kind = ""location"")","China"
95,"entity",56373,56379,"list(kind = ""location"")","Florida"
95,"entity",56806,56808,"list(kind = ""location"")","Ron"
95,"entity",56943,56949,"list(kind = ""location"")","Florida"
95,"entity",58944,58949,"list(kind = ""location"")","Russia"
95,"entity",58955,58966,"list(kind = ""location"")","Saudi Arabia"
95,"entity",59554,59565,"list(kind = ""location"")","Saudi Arabia"
95,"entity",61823,61835,"list(kind = ""location"")","United States"
95,"entity",61999,62011,"list(kind = ""location"")","United States"
95,"entity",62340,62352,"list(kind = ""location"")","United States"
95,"entity",62500,62512,"list(kind = ""location"")","United States"
95,"entity",63064,63071,"list(kind = ""location"")","New York"
95,"entity",63552,63564,"list(kind = ""location"")","United States"
95,"entity",63599,63611,"list(kind = ""location"")","United States"
95,"entity",65771,65779,"list(kind = ""location"")","Louisiana"
95,"entity",65836,65844,"list(kind = ""location"")","Louisiana"
95,"entity",65946,65953,"list(kind = ""location"")","New York"
95,"entity",65994,66001,"list(kind = ""location"")","New York"
95,"entity",66508,66516,"list(kind = ""location"")","Louisiana"
95,"entity",66536,66543,"list(kind = ""location"")","Michigan"
95,"entity",66567,66573,"list(kind = ""location"")","Detroit"
95,"entity",66584,66590,"list(kind = ""location"")","Detroit"
95,"entity",68125,68130,"list(kind = ""location"")","Queens"
95,"entity",69816,69823,"list(kind = ""location"")","New York"
95,"entity",74210,74220,"list(kind = ""location"")","Connecticut"
95,"entity",75508,75520,"list(kind = ""location"")","United States"
95,"entity",75948,75952,"list(kind = ""location"")","China"
95,"entity",75991,75999,"list(kind = ""location"")","China Sea"
95,"entity",76353,76361,"list(kind = ""location"")","Louisiana"
95,"entity",76377,76386,"list(kind = ""location"")","New Jersey"
95,"entity",77147,77155,"list(kind = ""location"")","Louisiana"
95,"entity",77654,77658,"list(kind = ""location"")","China"
95,"entity",77661,77671,"list(kind = ""location"")","South Korea"
95,"entity",78223,78227,"list(kind = ""location"")","China"
95,"entity",78236,78248,"list(kind = ""location"")","United States"
95,"entity",78408,78412,"list(kind = ""location"")","China"
95,"entity",78836,78843,"list(kind = ""location"")","New York"
95,"entity",78852,78859,"list(kind = ""location"")","New York"
95,"entity",78920,78927,"list(kind = ""location"")","New York"
95,"entity",79858,79870,"list(kind = ""location"")","United States"
95,"entity",81566,81576,"list(kind = ""location"")","South Korea"
95,"entity",81594,81598,"list(kind = ""location"")","China"
95,"entity",81604,81608,"list(kind = ""location"")","Italy"
95,"entity",82059,82063,"list(kind = ""location"")","China"
95,"entity",82141,82145,"list(kind = ""location"")","Italy"
95,"entity",82174,82184,"list(kind = ""location"")","South Korea"
95,"entity",82293,82316,"list(kind = ""location"")","United States of America"
95,"entity",82416,82428,"list(kind = ""location"")","United States"
95,"entity",84182,84186,"list(kind = ""location"")","China"
95,"entity",84495,84500,"list(kind = ""location"")","Europe"
95,"entity",84672,84676,"list(kind = ""location"")","China"
95,"entity",84690,84695,"list(kind = ""location"")","Europe"
95,"entity",84716,84721,"list(kind = ""location"")","Europe"
95,"entity",84759,84765,"list(kind = ""location"")","Ireland"
95,"entity",84912,84918,"list(kind = ""location"")","America"
95,"entity",85630,85642,"list(kind = ""location"")","United States"
95,"entity",86588,86592,"list(kind = ""location"")","Italy"
95,"entity",88866,88872,"list(kind = ""location"")","Florida"
95,"entity",89356,89359,"list(kind = ""location"")","Asia"
95,"entity",91072,91081,"list(kind = ""location"")","California"
95,"entity",91964,91974,"list(kind = ""location"")","Los Angeles"
95,"entity",92057,92064,"list(kind = ""location"")","New York"
95,"entity",93648,93655,"list(kind = ""location"")","New York"
95,"entity",93733,93744,"list(kind = ""location"")","Central Park"
95,"entity",94031,94040,"list(kind = ""location"")","California"
95,"entity",94224,94232,"list(kind = ""location"")","Louisiana"
95,"entity",94524,94532,"list(kind = ""location"")","Louisiana"
95,"entity",94841,94850,"list(kind = ""location"")","California"
95,"entity",95003,95012,"list(kind = ""location"")","California"
95,"entity",95547,95556,"list(kind = ""location"")","California"
95,"entity",96103,96108,"list(kind = ""location"")","France"
95,"entity",96865,96869,"list(kind = ""location"")","China"
95,"entity",96929,96933,"list(kind = ""location"")","China"
95,"entity",96974,96978,"list(kind = ""location"")","China"
95,"entity",98087,98091,"list(kind = ""location"")","China"
95,"entity",98121,98126,"list(kind = ""location"")","Europe"
95,"entity",98203,98207,"list(kind = ""location"")","Italy"
95,"entity",98217,98221,"list(kind = ""location"")","Italy"
95,"entity",98289,98293,"list(kind = ""location"")","Italy"
95,"entity",98308,98312,"list(kind = ""location"")","Italy"
95,"entity",98331,98335,"list(kind = ""location"")","Spain"
95,"entity",98355,98360,"list(kind = ""location"")","Europe"
95,"entity",98374,98379,"list(kind = ""location"")","Europe"
95,"entity",98421,98426,"list(kind = ""location"")","Europe"
95,"entity",98436,98441,"list(kind = ""location"")","Europe"
95,"entity",100000,100004,"list(kind = ""location"")","China"
95,"entity",100055,100059,"list(kind = ""location"")","China"
95,"entity",100099,100103,"list(kind = ""location"")","China"
95,"entity",100152,100157,"list(kind = ""location"")","Europe"
95,"entity",100986,100995,"list(kind = ""location"")","New Jersey"
95,"entity",101036,101043,"list(kind = ""location"")","New York"
95,"entity",107004,107016,"list(kind = ""location"")","Latin America"
95,"entity",107026,107036,"list(kind = ""location"")","Middle East"
95,"entity",107107,107112,"list(kind = ""location"")","Brazil"
95,"entity",107324,107336,"list(kind = ""location"")","United States"
95,"entity",107639,107644,"list(kind = ""location"")","Brazil"
95,"entity",107690,107695,"list(kind = ""location"")","Brazil"
95,"entity",108246,108253,"list(kind = ""location"")","New York"
95,"entity",108463,108477,"list(kind = ""location"")","New York Harbor"
95,"entity",108538,108545,"list(kind = ""location"")","New York"
95,"entity",110505,110514,"list(kind = ""location"")","New Jersey"
95,"entity",112137,112143,"list(kind = ""location"")","Indiana"
95,"entity",114474,114479,"list(kind = ""location"")","Africa"
95,"entity",114606,114610,"list(kind = ""location"")","Wuhan"
95,"entity",115122,115126,"list(kind = ""location"")","Italy"
95,"entity",115164,115168,"list(kind = ""location"")","Spain"
95,"entity",117125,117132,"list(kind = ""location"")","New York"
95,"entity",118185,118189,"list(kind = ""location"")","Italy"
95,"entity",118195,118200,"list(kind = ""location"")","France"
96,"entity",1083,1095,"list(kind = ""location"")","United States"
96,"entity",1155,1161,"list(kind = ""location"")","Western"
96,"entity",3021,3041,"list(kind = ""location"")","Eastern Pacific Ocean"
96,"entity",3051,3063,"list(kind = ""location"")","Caribbean Sea"
96,"entity",3191,3203,"list(kind = ""location"")","United States"
96,"entity",3326,3338,"list(kind = ""location"")","United States"
96,"entity",3670,3682,"list(kind = ""location"")","United States"
96,"entity",4211,4223,"list(kind = ""location"")","United States"
96,"entity",4355,4361,"list(kind = ""location"")","America"
96,"entity",4864,4872,"list(kind = ""location"")","Venezuela"
96,"entity",5352,5358,"list(kind = ""location"")","America"
96,"entity",6126,6138,"list(kind = ""location"")","United States"
96,"entity",6501,6505,"list(kind = ""location"")","Miami"
96,"entity",7203,7215,"list(kind = ""location"")","United States"
96,"entity",7587,7593,"list(kind = ""location"")","Norfolk"
96,"entity",7645,7653,"list(kind = ""location"")","Caribbean"
96,"entity",7935,7947,"list(kind = ""location"")","United States"
96,"entity",7997,8009,"list(kind = ""location"")","United States"
96,"entity",10084,10090,"list(kind = ""location"")","Pacific"
96,"entity",10113,10118,"list(kind = ""location"")","Mexico"
96,"entity",10251,10258,"list(kind = ""location"")","Columbia"
96,"entity",10277,10285,"list(kind = ""location"")","Venezuela"
96,"entity",10384,10396,"list(kind = ""location"")","United States"
96,"entity",11577,11585,"list(kind = ""location"")","Venezuela"
96,"entity",11595,11609,"list(kind = ""location"")","Central America"
96,"entity",12145,12150,"list(kind = ""location"")","Mexico"
96,"entity",12156,12164,"list(kind = ""location"")","Venezuela"
96,"entity",12639,12651,"list(kind = ""location"")","United States"
96,"entity",12729,12741,"list(kind = ""location"")","United States"
96,"entity",13182,13190,"list(kind = ""location"")","Venezuela"
96,"entity",13851,13863,"list(kind = ""location"")","United States"
96,"entity",14119,14122,"list(kind = ""location"")","Iraq"
96,"entity",14128,14138,"list(kind = ""location"")","Afghanistan"
96,"entity",18915,18919,"list(kind = ""location"")","China"
96,"entity",19086,19090,"list(kind = ""location"")","China"
96,"entity",19264,19268,"list(kind = ""location"")","China"
96,"entity",19368,19372,"list(kind = ""location"")","China"
96,"entity",19623,19627,"list(kind = ""location"")","China"
96,"entity",20245,20251,"list(kind = ""location"")","America"
96,"entity",20263,20266,"list(kind = ""location"")","Iraq"
96,"entity",20461,20464,"list(kind = ""location"")","Iran"
96,"entity",20483,20486,"list(kind = ""location"")","Iran"
96,"entity",20516,20519,"list(kind = ""location"")","Iran"
96,"entity",20540,20543,"list(kind = ""location"")","Iran"
96,"entity",20696,20704,"list(kind = ""location"")","Camp Taji"
96,"entity",22481,22485,"list(kind = ""location"")","China"
96,"entity",23070,23074,"list(kind = ""location"")","China"
96,"entity",23283,23287,"list(kind = ""location"")","China"
96,"entity",23372,23377,"list(kind = ""location"")","Africa"
96,"entity",23380,23385,"list(kind = ""location"")","Europe"
96,"entity",23388,23392,"list(kind = ""location"")","Italy"
96,"entity",23395,23400,"list(kind = ""location"")","Russia"
96,"entity",24061,24065,"list(kind = ""location"")","China"
96,"entity",24615,24619,"list(kind = ""location"")","Italy"
96,"entity",24634,24639,"list(kind = ""location"")","France"
96,"entity",24654,24658,"list(kind = ""location"")","Spain"
96,"entity",24882,24886,"list(kind = ""location"")","China"
96,"entity",26055,26061,"list(kind = ""location"")","Walmart"
96,"entity",27421,27426,"list(kind = ""location"")","Mexico"
96,"entity",27449,27454,"list(kind = ""location"")","Mexico"
96,"entity",27926,27931,"list(kind = ""location"")","Mexico"
96,"entity",28141,28146,"list(kind = ""location"")","Mexico"
96,"entity",28267,28274,"list(kind = ""location"")","Columbia"
96,"entity",28683,28686,"list(kind = ""location"")","Iraq"
96,"entity",30024,30027,"list(kind = ""location"")","Iran"
96,"entity",30138,30141,"list(kind = ""location"")","Iraq"
96,"entity",30994,31002,"list(kind = ""location"")","Roosevelt"
96,"entity",32233,32245,"list(kind = ""location"")","United States"
96,"entity",32360,32383,"list(kind = ""location"")","United States of America"
96,"entity",33095,33118,"list(kind = ""location"")","United States of America"
96,"entity",34484,34492,"list(kind = ""location"")","Louisiana"
96,"entity",34498,34505,"list(kind = ""location"")","New York"
96,"entity",36008,36015,"list(kind = ""location"")","New York"
96,"entity",36264,36271,"list(kind = ""location"")","New York"
96,"entity",36274,36280,"list(kind = ""location"")","Seattle"
96,"entity",37753,37763,"list(kind = ""location"")","Los Angeles"
96,"entity",37777,37784,"list(kind = ""location"")","New York"
96,"entity",38614,38622,"list(kind = ""location"")","Louisiana"
96,"entity",39157,39164,"list(kind = ""location"")","New York"
96,"entity",40028,40031,"list(kind = ""location"")","Iran"
96,"entity",40056,40059,"list(kind = ""location"")","Iran"
96,"entity",40265,40268,"list(kind = ""location"")","Iran"
96,"entity",41390,41393,"list(kind = ""location"")","Iraq"
96,"entity",41986,41990,"list(kind = ""location"")","Logan"
96,"entity",42026,42030,"list(kind = ""location"")","Logan"
96,"entity",44911,44914,"list(kind = ""location"")","Ohio"
96,"entity",44936,44939,"list(kind = ""location"")","Ohio"
96,"entity",45081,45084,"list(kind = ""location"")","Ohio"
96,"entity",45223,45226,"list(kind = ""location"")","Ohio"
96,"entity",45648,45660,"list(kind = ""location"")","United States"
96,"entity",45894,45901,"list(kind = ""location"")","New York"
96,"entity",45904,45908,"list(kind = ""location"")","Miami"
96,"entity",45911,45917,"list(kind = ""location"")","Chicago"
96,"entity",45920,45930,"list(kind = ""location"")","Los Angeles"
96,"entity",46650,46657,"list(kind = ""location"")","New York"
96,"entity",46665,46674,"list(kind = ""location"")","New Jersey"
96,"entity",46682,46692,"list(kind = ""location"")","Connecticut"
96,"entity",47510,47517,"list(kind = ""location"")","New York"
96,"entity",47637,47644,"list(kind = ""location"")","New York"
96,"entity",47733,47740,"list(kind = ""location"")","New York"
96,"entity",47833,47841,"list(kind = ""location"")","Louisiana"
96,"entity",48105,48110,"list(kind = ""location"")","Europe"
96,"entity",53459,53466,"list(kind = ""location"")","New York"
96,"entity",53472,53478,"list(kind = ""location"")","Detroit"
96,"entity",53481,53491,"list(kind = ""location"")","New Orleans"
96,"entity",53982,53989,"list(kind = ""location"")","New York"
96,"entity",53994,53998,"list(kind = ""location"")","Miami"
96,"entity",54846,54852,"list(kind = ""location"")","Florida"
96,"entity",55351,55356,"list(kind = ""location"")","Alaska"
96,"entity",56311,56319,"list(kind = ""location"")","Louisiana"
96,"entity",56322,56331,"list(kind = ""location"")","New Jersey"
96,"entity",56334,56341,"list(kind = ""location"")","New York"
96,"entity",56431,56438,"list(kind = ""location"")","New York"
96,"entity",57390,57395,"list(kind = ""location"")","Russia"
96,"entity",57451,57456,"list(kind = ""location"")","Russia"
96,"entity",57459,57470,"list(kind = ""location"")","Saudi Arabia"
96,"entity",58788,58799,"list(kind = ""location"")","Saudi Arabia"
96,"entity",58802,58807,"list(kind = ""location"")","Russia"
96,"entity",59629,59634,"list(kind = ""location"")","Russia"
96,"entity",59640,59651,"list(kind = ""location"")","Saudi Arabia"
96,"entity",59754,59759,"list(kind = ""location"")","Russia"
96,"entity",59780,59791,"list(kind = ""location"")","Saudi Arabia"
96,"entity",68867,68872,"list(kind = ""location"")","Africa"
96,"entity",70415,70421,"list(kind = ""location"")","Florida"
96,"entity",73608,73614,"list(kind = ""location"")","America"
96,"entity",75963,75969,"list(kind = ""location"")","America"
96,"entity",76546,76562,"list(kind = ""location"")","Southern Virginia"
96,"entity",76845,76851,"list(kind = ""location"")","America"
96,"entity",80292,80302,"list(kind = ""location"")","Middle East"
96,"entity",80481,80491,"list(kind = ""location"")","Middle East"
96,"entity",81137,81147,"list(kind = ""location"")","Middle East"
96,"entity",86656,86659,"list(kind = ""location"")","Ohio"
96,"entity",88034,88040,"list(kind = ""location"")","Florida"
96,"entity",90564,90567,"list(kind = ""location"")","Iran"
96,"entity",90634,90637,"list(kind = ""location"")","Iran"
96,"entity",90800,90803,"list(kind = ""location"")","Iran"
96,"entity",91479,91483,"list(kind = ""location"")","Logan"
96,"entity",92095,92101,"list(kind = ""location"")","Seattle"
96,"entity",98575,98589,"list(kind = ""location"")","Port Everglades"
96,"entity",100951,100956,"list(kind = ""location"")","Brazil"
96,"entity",101166,101171,"list(kind = ""location"")","Brazil"
96,"entity",101255,101260,"list(kind = ""location"")","Brazil"
97,"entity",578,590,"list(kind = ""location"")","United States"
97,"entity",623,628,"list(kind = ""location"")","Mexico"
97,"entity",631,642,"list(kind = ""location"")","Saudi Arabia"
97,"entity",645,650,"list(kind = ""location"")","Russia"
97,"entity",708,713,"list(kind = ""location"")","Mexico"
97,"entity",761,766,"list(kind = ""location"")","Mexico"
97,"entity",1338,1350,"list(kind = ""location"")","United States"
97,"entity",1362,1367,"list(kind = ""location"")","Mexico"
97,"entity",1799,1803,"list(kind = ""location"")","Texas"
97,"entity",1809,1820,"list(kind = ""location"")","North Dakota"
97,"entity",1826,1833,"list(kind = ""location"")","Oklahoma"
97,"entity",1880,1889,"list(kind = ""location"")","New Mexico"
97,"entity",4133,4139,"list(kind = ""location"")","Detroit"
97,"entity",4145,4155,"list(kind = ""location"")","New Orleans"
97,"entity",4184,4190,"list(kind = ""location"")","Detroit"
97,"entity",4249,4259,"list(kind = ""location"")","New Orleans"
97,"entity",4403,4411,"list(kind = ""location"")","Louisiana"
97,"entity",5130,5137,"list(kind = ""location"")","Michigan"
97,"entity",5187,5202,"list(kind = ""location"")","Washington State"
97,"entity",5555,5562,"list(kind = ""location"")","New York"
97,"entity",9168,9172,"list(kind = ""location"")","China"
97,"entity",12736,12755,"list(kind = ""location"")","District of Columbia"
97,"entity",14143,14146,"list(kind = ""location"")","Ohio"
97,"entity",16557,16569,"list(kind = ""location"")","United States"
97,"entity",16626,16630,"list(kind = ""location"")","Italy"
97,"entity",16816,16823,"list(kind = ""location"")","New York"
97,"entity",16986,16993,"list(kind = ""location"")","New York"
97,"entity",16999,17008,"list(kind = ""location"")","New Jersey"
97,"entity",17021,17031,"list(kind = ""location"")","Connecticut"
97,"entity",17041,17052,"list(kind = ""location"")","Rhode Island"
97,"entity",17426,17433,"list(kind = ""location"")","New York"
97,"entity",17439,17448,"list(kind = ""location"")","New Jersey"
97,"entity",17466,17471,"list(kind = ""location"")","Denver"
97,"entity",17495,17505,"list(kind = ""location"")","New Orleans"
